ID,Loan Amount,Funded Amount,Funded Amount Investor,Term,Batch Enrolled,Interest Rate,Grade,Sub Grade,Employment Duration,Home Ownership,Verification Status,Loan Title,Debit to Income,Delinquency - two years,Revolving Balance,Revolving Utilities,Total Accounts,Initial List Status,Total Received Interest,Total Received Late Fee,Recoveries,Collection Recovery Fee,Collection 12 months Medical,Application Type,Last week Pay,Total Collection Amount,Total Current Balance,Total Revolving Credit Limit,Loan Status
32627345,34342,31620,8403.475968,59,BAT3865626,16.86250545,C,B1,MORTGAGE,31491.18233,Source Verified,Debt consolidation,23.31725978,1,2104,91.13024755,7,f,940.9155435,0.092138611,7.061893431,0.905626535,0,INDIVIDUAL,88,42,105951,6798,0
7718999,20910,26434,10832.32172,59,BAT2252229,10.90024984,B,B4,MORTGAGE,45879.79096,Source Verified,Debt consolidation,17.22878381,0,597,68.66133286,11,w,2954.089743,0.001248581,0.269907545,0.862351987,0,INDIVIDUAL,68,30,73355,26777,0
4500730,19883,7460,5549.755192,59,BAT5849876,12.60749784,C,B5,RENT,98097.86288,Source Verified,Debt consolidation,12.61183801,0,2012,50.96483844,31,w,2297.551953,9.890515715,0.350901422,0.223591517,0,INDIVIDUAL,72,17,81703,4629,0
5231288,20635,6857,10741.20199,58,BAT1780517,14.6213451,C,D5,RENT,75783.67845,Verified,Debt consolidation,23.98123138,0,2864,69.3111007,26,f,1389.850477,0.018562751,0.876845533,1.180283145,0,INDIVIDUAL,62,57,18080,53143,0
47537058,19665,8744,25948.43567,58,BAT2078974,14.6074853,C,D5,MORTGAGE,91836.78223,Source Verified,Credit card refinancing,37.51753998,1,3093,41.1684123,16,w,77.70551351,0.03390346,0.679347983,0.680072159,0,INDIVIDUAL,96,9,82110,28953,0
2307279,30470,24588,8687.926664,59,BAT4351734,12.28017542,C,D5,MORTGAGE,70968.08493,Verified,Debt consolidation,25.53771693,0,4225,56.11556239,21,w,4241.25359,0.047648401,2.68930696,1.279228855,0,INDIVIDUAL,42,30,159326,12388,1
33653052,15785,9161,21845.64012,58,BAT2522922,8.091205493,D,F1,MORTGAGE,62784.85805,Source Verified,Credit card refinancing,17.60621592,0,2739,71.25512183,20,w,957.6201678,0.037701552,7.224613514,1.007516327,1,INDIVIDUAL,50,21,477964,20032,0
5126575,14394,20575,28838.07079,58,BAT4351734,9.733275444,C,B4,RENT,58545.47985,Source Verified,Debt consolidation,35.58055876,0,21699,48.14055877,21,w,1223.120968,0.046848082,8.283970372,0.713161506,0,INDIVIDUAL,132,42,226415,1382,0
47589812,11515,6385,12181.33604,58,BAT3873588,18.32411521,C,C5,MORTGAGE,51449.30504,Not Verified,Debt consolidation,25.91240303,1,2571,14.39982692,5,w,747.4873036,0.002896807,0.245394016,0.3894485,0,INDIVIDUAL,44,35,83561,9879,0
1719482,3180,11047,21328.24872,59,BAT5525466,14.61741434,D,C3,MORTGAGE,43275.49624,Source Verified,Credit card refinancing,35.98087549,0,9338,88.24746003,21,w,1035.665577,0.04033088,2.537761548,0.316639147,0,INDIVIDUAL,39,37,108866,11488,0
34750473,17676,20573,21504.2155,58,BAT2558388,11.87776808,E,C3,RENT,65783.7318,Source Verified,Credit card refinancing,26.09984387,0,11421,66.41871429,14,w,2107.265418,0.035276461,2.337685471,0.312122773,0,INDIVIDUAL,113,51,261469,23347,0
71816821,9656,6973,14718.12443,58,BAT1586599,10.09908311,B,G5,MORTGAGE,43983.1031,Source Verified,Bathroom,14.49696591,1,16917,24.75753765,7,f,1331.218003,0.039388067,3.919540481,0.870318366,0,INDIVIDUAL,116,1572,170323,40845,0
2494478,23217,6630,33353.59739,59,BAT224923,5.383144365,C,D5,RENT,33171.85475,Verified,Credit card refinancing,26.04497837,7,1136,53.73430373,8,w,558.1363291,0.078959003,3055.922381,0.601883624,0,INDIVIDUAL,138,23,448415,12592,0
38318016,31539,32355,33814.61896,59,BAT1586599,11.08500745,B,G2,MORTGAGE,40368.55772,Source Verified,Debt consolidation,26.24773052,1,1644,74.47260026,27,f,265.7607899,0.023173259,4.386423307,0.524921081,1,INDIVIDUAL,43,53,201431,10068,0
12173250,7736,18658,11054.56483,58,BAT2833642,9.53034331,B,A5,MORTGAGE,110183.2964,Source Verified,Credit card refinancing,20.11975513,1,8733,66.17929832,18,w,497.0386743,0.055116738,5.782164769,0.024558049,0,INDIVIDUAL,9,1407,23196,32024,0
32465859,15324,9912,12370.92167,58,BAT5629144,13.67608704,A,B4,MORTGAGE,67259.61232,Source Verified,Credit card refinancing,29.93344871,0,10558,58.94381366,30,w,283.0478624,0.00891843,4.890632051,0.809446158,0,INDIVIDUAL,139,41,13530,16458,0
46634981,27617,10788,7637.472008,59,BAT5341619,9.880524913,C,C3,RENT,86122.27798,Verified,Credit card refinancing,15.41032645,1,17217,55.35466073,6,f,3266.268631,0.026320704,1.432344748,0.321023399,0,INDIVIDUAL,45,51,358970,13192,0
16080790,18560,16762,4910.420985,59,BAT3873588,11.54846215,B,D1,RENT,75264.67601,Verified,Debt consolidation,22.54418776,0,15126,82.50891566,24,f,659.0817369,0.023371619,5.032042356,0.582317683,0,INDIVIDUAL,108,1053,44416,16568,0
40519970,6891,26499,22557.56546,59,BAT2136391,10.76857259,A,F1,OWN,78131.15593,Verified,Debt consolidation,23.24214564,1,3991,83.58738939,6,w,1120.938023,0.059428125,4.094897506,0.044350452,0,INDIVIDUAL,36,41,207839,5032,0
32400559,8736,5642,13373.76817,58,BAT2252229,5.583421562,B,A4,MORTGAGE,241511.4829,Verified,Debt consolidation,29.10699177,1,7857,43.84301537,19,f,2444.22665,0.030578604,1.620728862,0.585286726,0,INDIVIDUAL,126,8,353087,11653,0
7388890,4164,12229,14401.34006,59,BAT4722912,5.548684001,C,B1,MORTGAGE,79656.09856,Source Verified,payoff,27.50205931,0,8086,77.16323883,18,w,3101.238047,0.055377301,0.523557416,0.594854614,0,INDIVIDUAL,18,44,10406,18358,0
15699718,12676,7242,10868.49073,58,BAT4136152,10.84932055,B,B4,RENT,61484.8415,Source Verified,Credit card refinancing,21.696458,0,2239,21.95363075,11,w,2634.389632,0.045454571,1415.805071,0.964366233,0,INDIVIDUAL,11,56,204770,15802,0
60058911,3872,20319,9473.866189,58,BAT2252229,7.121614401,B,B2,OWN,138117.5169,Not Verified,Credit card refinancing,14.68112827,0,1143,84.15679645,20,w,1586.69408,0.015200714,3.32632017,0.522412061,0,INDIVIDUAL,122,37,292400,10846,0
54781353,10024,7302,10278.79714,59,BAT1780517,8.940889444,D,B3,MORTGAGE,41525.28685,Not Verified,Moving and relocation,16.19961671,0,5291,76.45910913,15,f,2805.012506,0.052968467,6.546227933,0.967745845,0,INDIVIDUAL,153,8,245535,30037,0
65058078,13684,13087,12201.58599,58,BAT5714674,15.58917399,D,B2,RENT,98459.62905,Verified,Credit card refinancing,20.23990439,2,2919,43.53932703,18,w,708.1645605,0.048133421,4.354831157,0.455805361,0,INDIVIDUAL,128,41,217463,18579,0
13975490,9618,32682,6864.285904,59,BAT3873588,17.07869651,D,C1,RENT,35907.55937,Verified,Credit card refinancing,27.54136648,0,15783,43.69431673,15,w,374.9928452,0.044573067,2.978265176,0.698313666,0,INDIVIDUAL,111,20,32540,6547,0
7590043,21135,20893,21358.24488,59,BAT2575549,16.00900892,A,D5,MORTGAGE,88732.98362,Source Verified,Credit card refinancing,33.06215611,3,76,24.38920611,19,w,181.8080361,0.013003639,3.76220903,0.990865425,0,INDIVIDUAL,122,32,91597,4426,0
67942643,10692,15059,10816.93472,59,BAT2833642,16.49501871,A,C2,MORTGAGE,81253.8896,Verified,Debt consolidation,29.02582854,0,22316,67.28414069,21,w,406.4177449,0.020816163,4.751944271,0.039327865,0,INDIVIDUAL,126,33,381492,52701,0
36120636,6427,22122,9159.207325,59,BAT1184694,16.09406252,C,A1,MORTGAGE,54721.51898,Source Verified,Debt consolidation,24.50543891,1,9056,16.49965173,18,w,3879.265389,0.018336407,2.630101911,1.329705737,0,INDIVIDUAL,82,19,101748,32927,0
10627153,19464,6656,20781.36695,58,BAT1780517,13.68797376,C,B1,RENT,71450.17694,Not Verified,Debt consolidation,21.03433021,0,6611,71.22108479,18,f,1003.715482,0.015834035,6.757989541,1.311370569,0,INDIVIDUAL,38,46,176946,8675,0
54198902,12904,25370,8936.175769,59,BAT5629144,11.45737712,A,F3,MORTGAGE,86731.64433,Source Verified,Credit card refinancing,10.07171986,0,1767,52.25861875,34,f,3212.833796,0.007457623,2.85210586,0.272967707,0,INDIVIDUAL,12,41,96134,9715,0
58452779,31764,12306,15287.22613,59,BAT4271519,10.45969707,D,D2,MORTGAGE,66076.1201,Not Verified,Credit card refinancing,22.57035629,0,8356,73.28650094,30,f,8966.441625,0.024088523,3.707248306,0.055761845,0,INDIVIDUAL,145,49,323461,6345,1
13685290,14266,7119,13103.14292,59,BAT5629144,11.07888092,E,A5,RENT,67913.16778,Not Verified,Medical expenses,27.22370889,0,8582,32.92043118,21,w,3670.226541,0.053712782,1456.685323,0.697094265,0,INDIVIDUAL,52,36,306718,9669,0
4434093,5368,11471,17752.59498,58,BAT2833642,13.64705728,C,D3,OWN,49357.39747,Not Verified,Credit card refinancing,26.45363663,2,22512,11.1354753,10,f,5348.518625,0.097367619,5.449144845,1.015719191,0,INDIVIDUAL,39,10,419330,10945,0
33394363,15503,6911,7568.539352,59,BAT2833642,17.31968106,B,B2,RENT,54792.92086,Source Verified,Credit card refinancing,17.07616676,0,23712,96.69398636,25,w,355.1858278,0.01489531,6.904464911,1.195151805,0,INDIVIDUAL,44,35,19658,3638,0
63859854,15721,11509,5676.51187,59,BAT1780517,6.845625146,B,D1,MORTGAGE,143913.9752,Source Verified,Debt consolidation,30.13795346,0,10525,40.33978159,28,w,10766.51364,0.059405458,1.878160679,1.116856662,0,INDIVIDUAL,83,35,148124,5803,0
7052304,15109,13504,19318.72938,59,BAT5341619,10.87993948,D,D1,MORTGAGE,53126.60852,Source Verified,Debt consolidation,6.224093478,0,7644,43.38245213,18,w,1906.087424,0.01192062,4.628094102,0.841555914,0,INDIVIDUAL,45,13,72593,38768,1
7351079,33913,11788,14552.83636,59,BAT1104812,9.651760168,E,G3,MORTGAGE,69286.83972,Source Verified,Credit card refinancing,14.65399649,0,970,20.7091468,23,f,859.091901,0.054065911,1.731705221,0.309197323,0,INDIVIDUAL,36,1586,70361,7777,0
9960812,17803,8517,31054.87873,59,BAT3865626,11.05611455,C,B3,RENT,37484.54011,Source Verified,Credit card refinancing,16.30076374,0,28664,55.33507517,16,w,1921.092265,0.067189303,3.257131011,0.738305179,0,INDIVIDUAL,27,45,42624,68427,0
6125475,9939,4841,32255.68713,59,BAT2078974,10.67022515,E,B2,MORTGAGE,87621.63137,Verified,Debt Consolidation,22.71344755,1,2446,43.5085736,11,f,63.17533083,0.01311393,7.632084498,0.675276143,0,INDIVIDUAL,10,512,318906,26544,0
65149982,30885,21630,22195.74322,58,BAT2522922,13.91525317,A,E3,RENT,70530.49145,Source Verified,Credit card refinancing,28.17380358,1,1402,47.55690674,19,f,4330.646162,0.028399697,2706.876878,0.633740332,0,INDIVIDUAL,115,28,75493,9308,0
23355090,33346,10994,21714.48002,59,BAT1761981,10.02079296,B,B4,MORTGAGE,193829.7744,Source Verified,Credit card refinancing,16.99767045,1,8780,80.91042301,7,w,853.5298379,0.042955749,2.787853998,0.48445861,0,INDIVIDUAL,80,51,94535,38458,0
44168586,22748,25189,20578.41089,58,BAT2252229,14.51900581,A,B1,RENT,39199.34853,Source Verified,Debt consolidation,9.343235637,0,3013,42.32060649,10,f,1788.90506,0.041596457,2.804176906,1.065668282,0,INDIVIDUAL,137,38,325588,30889,0
13506640,16364,5362,10761.37477,58,BAT1467036,9.600645337,C,D5,RENT,83417.65739,Verified,Credit card refinancing,19.96009315,0,4124,55.81979228,17,w,2550.456656,0.078941455,6.469808508,0.036685188,0,INDIVIDUAL,102,588,67581,5230,0
65673436,10119,7851,34647.93933,59,BAT3461431,8.525756964,B,A1,RENT,170307.1975,Verified,Credit card refinancing,18.9379702,0,4068,27.89823129,14,w,225.326622,0.061682938,5.251540944,0.551168099,0,INDIVIDUAL,53,24,221174,6692,0
15876531,2936,8096,21860.60162,58,BAT3873588,9.680300435,F,A4,RENT,85909.32363,Source Verified,Credit card refinancing,13.69586792,0,4606,2.746761039,24,f,1151.489875,0.051970198,1.742767472,1.389540325,0,INDIVIDUAL,41,34,140058,64076,0
61332256,20903,8222,7224.559197,59,BAT2522922,8.560074795,B,C1,OWN,76386.61134,Source Verified,Refinance Loan,35.65488618,0,1332,65.48178195,25,w,1556.500937,0.012976171,0.891342518,0.853873798,0,INDIVIDUAL,31,42,162243,5308,0
5446200,7707,9745,9099.503117,58,BAT1930365,15.01862668,C,E3,RENT,125420.035,Not Verified,Debt consolidation,30.76817967,0,9421,92.84368991,28,w,729.9290025,0.033651688,7.206540234,0.692147668,0,INDIVIDUAL,31,5,205493,26323,0
16063542,8085,26102,8411.173878,59,BAT2252229,10.60076624,C,D2,MORTGAGE,74008.74714,Verified,Debt consolidation,29.90624795,0,1467,61.45872975,35,w,1586.649264,0.010582694,3.32520262,0.047077146,0,INDIVIDUAL,119,20,39658,19411,0
2404441,5937,9772,27381.01626,59,BAT5525466,17.81275865,A,D2,RENT,50006.50394,Verified,Credit Card Debt,29.53054252,1,938,39.23286867,17,w,3216.079858,0.071873213,4.598737467,1.088686852,0,INDIVIDUAL,87,11,147418,9248,0
6451537,32398,8413,13108.60373,59,BAT1586599,11.90287971,A,A2,MORTGAGE,52065.3794,Verified,personal,37.98805992,0,24178,24.3086861,11,f,4191.430552,0.012156237,5.510119763,0.584025918,0,INDIVIDUAL,54,46,62350,11957,0
2850380,22163,24970,6848.722093,59,BAT2333412,14.62488014,B,A1,MORTGAGE,111614.5175,Source Verified,Debt consolidation,24.83232767,1,5224,55.71909959,21,w,2563.170846,0.0382821,4.646432872,1.436246739,0,INDIVIDUAL,84,48,38858,13692,0
59091269,6030,19200,13332.19866,59,BAT2078974,12.85700597,C,G1,MORTGAGE,68390.39146,Source Verified,Credit card refinancing,31.73038331,0,15516,33.21976716,21,w,903.1840546,0.023938367,1.587264278,0.517808208,0,INDIVIDUAL,113,35,71442,3919,0
39266956,16821,21794,20045.50941,58,BAT1104812,13.66000497,C,D1,MORTGAGE,68882.86452,Source Verified,Debt consolidation,15.14952887,1,5941,89.74601211,22,w,5878.376453,0.073215489,1.541559742,0.656904758,0,INDIVIDUAL,138,7,85205,5425,0
12485719,7062,18722,10024.8039,59,BAT2252229,15.26045505,B,B1,RENT,105806.9994,Source Verified,Debt consolidation,16.64047573,2,18620,23.24147975,35,w,156.3671771,0.113675178,2.413155975,0.840822138,0,INDIVIDUAL,28,30,86672,44603,0
1647795,10759,17312,31761.33173,59,BAT5811547,10.60902607,B,A3,MORTGAGE,85911.49023,Source Verified,Debt consolidation,19.67513391,0,904,94.91616033,9,w,2140.643844,0.012746025,9.590324019,1.497546895,0,INDIVIDUAL,152,2707,102379,2256,0
2210528,15244,23424,8949.780387,59,BAT5489674,10.80788749,E,A5,MORTGAGE,48944.76172,Source Verified,Debt Consolidation,36.22236519,1,14274,41.71028659,23,w,794.1184117,0.024783456,4.714772253,1.070429249,0,INDIVIDUAL,148,448,31615,71013,0
7107278,18405,21339,14148.69467,59,BAT3726927,18.61641087,E,E5,RENT,73914.11039,Not Verified,Credit card refinancing,25.02149463,0,10302,15.5010979,9,w,2310.505946,0.03775528,1.635231811,0.511341222,0,INDIVIDUAL,136,3218,387822,20707,1
9155397,10792,5485,21756.74096,59,BAT3726927,14.00899834,A,B5,RENT,129611.4806,Source Verified,Credit card refinancing,27.76270965,0,2801,4.000992851,7,f,2970.830548,0.069196868,3.485356776,0.293604481,0,INDIVIDUAL,5,52,35663,41333,0
4130796,8730,10354,34649.1586,59,BAT4694572,10.59228135,A,B5,MORTGAGE,69759.12632,Source Verified,Credit card refinancing,30.7554712,0,6987,66.594834,4,w,4643.20455,0.044629815,2.762489265,0.57770998,0,INDIVIDUAL,83,21,17431,36239,0
29219546,5149,25688,11341.05599,59,BAT2252229,14.15008931,E,E5,RENT,72484.61489,Source Verified,Debt consolidation,36.00945764,0,15777,51.56658303,21,w,65.08681656,0.058131907,3.143043848,1.078143162,0,INDIVIDUAL,17,27,116745,41980,0
4721746,1394,5297,31465.69983,59,BAT1104812,9.643249893,B,B4,MORTGAGE,38054.47473,Not Verified,Debt consolidation,21.2909846,1,4099,47.80555776,29,w,1502.789632,0.034499566,3.528910319,1.070835385,0,INDIVIDUAL,88,28,15399,17767,0
35874170,21284,14029,11090.88452,59,BAT4694572,9.379314981,B,E3,RENT,61973.57137,Not Verified,Debt consolidation,36.75413805,2,19326,57.38193896,19,w,833.8168274,0.01573874,6.03419468,0.846174347,0,INDIVIDUAL,27,28,115253,8729,0
38897989,29101,23241,11460.61769,59,BAT5629144,6.355930881,D,B3,OWN,61674.23558,Not Verified,Credit card refinancing,19.57527033,0,1556,78.92160366,24,f,1386.35257,0.078700205,4.85072465,0.773179159,0,INDIVIDUAL,143,48,122833,10751,0
5700152,7751,7081,3868.326479,58,BAT1184694,10.33629234,C,B3,OWN,63144.61405,Not Verified,Debt Consolidation,13.98021648,6,191,40.17739656,14,w,8527.024874,0.077633636,4.963014773,1.09381803,0,INDIVIDUAL,83,33,36173,14149,0
40991679,16995,21603,23132.38785,58,BAT3865626,11.0196135,C,C2,RENT,47494.39465,Not Verified,Credit card refinancing,17.6352807,0,6810,37.51381298,13,f,9263.015027,0.007398567,0.578837714,0.394837626,0,INDIVIDUAL,116,42,8990,20135,0
6963339,18386,23138,21281.89093,58,BAT1586599,8.497233094,B,D4,MORTGAGE,55534.756,Not Verified,Debt consolidation,23.14930315,0,4555,76.33245911,27,w,353.1894414,0.099473828,1.146523264,0.495998775,0,INDIVIDUAL,106,22,183098,30078,1
32627998,15954,32810,9751.414316,59,BAT2428731,8.360354483,G,B1,MORTGAGE,33713.81366,Not Verified,Credit card refinancing,25.49204562,0,9556,46.64060043,19,f,102.4708,0.104219763,7.080316827,0.351032634,0,INDIVIDUAL,98,62,500720,11683,0
4810370,2794,23479,11860.12926,58,BAT2522922,5.936962168,D,B3,MORTGAGE,28839.86871,Source Verified,Credit card refinancing,20.48579804,1,6934,72.87382838,8,f,4220.980824,0.019076714,0.079133937,1.165979017,0,INDIVIDUAL,145,30,88512,8474,0
5709581,8586,9763,9458.454341,59,BAT1766061,8.362824045,B,D1,MORTGAGE,131034.822,Not Verified,Debt consolidation,10.87761109,1,14206,30.54557494,13,w,2115.263844,0.026698138,1.961991443,1.163116699,0,INDIVIDUAL,92,43,34613,12284,0
7866875,5523,17205,7554.333073,59,BAT5341619,16.85356946,A,A4,MORTGAGE,72111.9237,Verified,Debt consolidation,10.86649646,0,5375,94.99464624,17,f,3083.129109,0.014651083,5.69395009,0.614387023,0,INDIVIDUAL,34,26,208845,13978,0
15639121,32076,10909,19356.74691,58,BAT224923,13.62004299,G,D5,MORTGAGE,78491.75414,Source Verified,Debt consolidation,28.75166951,0,483,48.75696627,35,w,908.2951112,0.010812762,4.273050065,1.213980356,0,INDIVIDUAL,89,17,44842,51768,1
6102395,17332,10591,10695.41025,59,BAT2136391,22.14278029,B,D4,MORTGAGE,116280.301,Not Verified,Debt consolidation,35.12153352,0,5218,44.90385979,21,w,3058.098995,0.060309667,2.204509942,0.969438917,0,INDIVIDUAL,79,3,543333,17671,0
2455427,18778,7075,28012.91755,59,BAT3873588,11.78596471,C,D1,RENT,87530.84419,Source Verified,Credit card refinancing,35.41101084,0,12062,37.22534885,18,f,1927.213168,0.13295534,4.600825717,0.363984655,0,INDIVIDUAL,146,24,351336,9542,0
33661351,12227,11012,11853.84535,59,BAT5547201,10.39725598,B,B3,RENT,61086.31956,Verified,Credit card refinancing,29.65861515,0,24915,41.07811402,8,f,2461.170793,0.018521345,1.859512239,1.084981701,0,INDIVIDUAL,22,27,86335,12643,0
5019266,6851,16989,8709.462305,58,BAT224923,7.176180601,A,E1,MORTGAGE,196263.1508,Source Verified,Credit card refinancing,35.80218128,1,6067,10.3042174,12,w,2207.959246,0.088501905,5.269225114,1.219611682,0,INDIVIDUAL,84,5,78533,7271,0
16569358,6205,6103,17215.47479,59,BAT1104812,6.873191581,C,B3,RENT,74688.61035,Verified,Credit card refinancing,10.39160201,2,8653,34.40103568,16,f,222.8190801,0.0094281,1168.461774,0.058591296,0,INDIVIDUAL,135,40,355124,32854,0
28644823,19941,22514,16677.85441,58,BAT1766061,5.699874157,B,B3,OWN,58655.4487,Not Verified,Debt consolidation,12.17050874,0,238,18.89887691,29,f,256.7208932,0.006607658,3.6624957,0.953003855,0,INDIVIDUAL,92,34,228974,10257,0
5318193,15135,30757,23175.9526,58,BAT5849876,11.17055158,B,D4,RENT,24850.03767,Verified,Debt consolidation,31.57545268,0,832,7.363228262,14,w,252.1280633,0.003516621,2.968146039,0.793738689,0,INDIVIDUAL,19,50,243500,2545,1
68402717,10484,12931,8678.861095,59,BAT1766061,19.42413762,B,G3,MORTGAGE,52491.19716,Source Verified,Credit card refinancing,20.46850601,0,7946,38.58441415,4,w,2115.307105,0.037356352,5.116473793,0.43941812,0,INDIVIDUAL,115,7,30053,42135,1
39910969,10634,2326,4194.366096,58,BAT1184694,17.78907476,D,C2,MORTGAGE,41967.61811,Verified,Debt consolidation,28.59968152,0,8085,69.44740264,18,f,544.948658,0.022218644,1.611759114,0.635797667,0,INDIVIDUAL,5,20,38246,16844,0
8842442,22592,9751,32869.78754,59,BAT1761981,10.26143647,B,C5,RENT,42839.97454,Source Verified,Credit card refinancing,20.88000108,0,4429,55.6954104,20,f,350.3418567,0.02356796,1.526767761,0.687699643,0,INDIVIDUAL,128,32,49128,3856,0
4084227,26582,23348,11598.37996,58,BAT5924421,10.60816209,C,E1,RENT,40480.56644,Source Verified,Credit card refinancing,13.01571243,1,4459,47.09163239,5,w,4745.356866,0.048764019,3.39481532,0.489181319,0,INDIVIDUAL,14,13,522848,5816,0
20102156,16932,24877,10161.84567,59,BAT2575549,13.13554113,A,C3,MORTGAGE,175238.0686,Source Verified,Debt consolidation,15.95220789,0,8862,64.67020287,24,w,7466.441039,0.086471978,4.415375483,0.923156778,0,INDIVIDUAL,63,27,227810,39181,0
32327344,9726,18402,16886.05353,59,BAT4694572,11.52088667,B,D1,RENT,88366.31231,Source Verified,Debt consolidation,33.56765277,0,4159,48.36393315,15,f,12558.69534,0.010935803,2.554100841,0.965376501,0,INDIVIDUAL,87,18,22317,25463,0
63134161,6236,28169,22010.65705,59,BAT2136391,12.20383743,C,E4,MORTGAGE,139357.2759,Not Verified,Debt consolidation,18.81658286,0,22603,63.33445241,7,w,4051.906421,0.08591896,4.361159377,0.325984081,0,INDIVIDUAL,37,36,307716,40377,0
6666107,20237,8766,17235.44854,59,BAT2522922,11.82313413,B,A4,MORTGAGE,59088.12388,Not Verified,Home improvement,24.06089579,1,11240,56.5744499,23,w,7132.083779,0.069855767,0.215995263,1.489614517,0,INDIVIDUAL,16,51,26271,8843,0
2024293,21257,11736,18368.70154,59,BAT1586599,12.54774483,C,B4,RENT,78104.96014,Source Verified,Debt consolidation,5.469752427,1,6559,53.31118493,41,f,7792.067899,0.012397961,1.173389367,1.031329091,0,INDIVIDUAL,39,51,69882,10013,0
3196623,20230,23921,16007.06721,58,BAT1780517,8.898554506,A,C1,MORTGAGE,55532.01451,Not Verified,Home improvement,24.98819122,0,30,59.54188796,35,f,1304.170616,0.002543659,1.478204948,0.904449532,0,INDIVIDUAL,16,36,55693,42351,0
52281393,20677,7340,6148.426906,58,BAT224923,15.3231047,C,C2,RENT,31771.56348,Source Verified,Debt consolidation,30.52040653,0,5818,18.37143875,22,f,657.1071586,0.0363895,0.392921444,0.676379605,0,INDIVIDUAL,142,53,186807,28682,0
17881887,21973,17323,9226.973697,58,BAT1766061,11.86327468,C,B5,MORTGAGE,34999.37205,Not Verified,Debt consolidation,6.583875711,0,22963,36.76611501,11,f,1480.535487,0.050021569,10.82420617,0.201887103,0,INDIVIDUAL,94,26,418693,17127,0
38849944,27204,8878,25379.21238,59,BAT2428731,11.8093594,D,C5,RENT,36834.66141,Verified,Debt Consolidation,27.7118052,1,8536,63.4070882,18,f,600.2910067,0.059701548,8.134299158,1.181772857,0,INDIVIDUAL,12,27,213087,40583,0
42104010,10816,8877,14852.78429,59,BAT5924421,10.97283253,E,C2,MORTGAGE,20142.12336,Source Verified,Debt consolidation,9.444033428,7,4194,94.98516239,4,f,196.4041031,0.079921331,8.584969628,0.263388796,0,INDIVIDUAL,35,15,87179,13163,0
34183845,14520,17348,23646.76142,59,BAT3873588,12.01225446,B,C3,MORTGAGE,128885.2298,Source Verified,Other,19.34798732,1,6949,10.99117386,19,f,941.0960208,0.070281934,0.922291889,1.608690934,0,INDIVIDUAL,27,29,131266,15002,0
7575480,13322,16233,10854.80326,58,BAT2803411,9.449219046,A,C5,MORTGAGE,40911.58467,Verified,Credit card refinancing,22.4735419,0,585,67.90740193,18,w,1665.124345,0.090454261,646.1130807,1.042927546,0,INDIVIDUAL,11,532,24973,15074,0
67539879,4627,16669,20190.9971,59,BAT224923,8.857992455,B,D5,MORTGAGE,66591.71004,Source Verified,Debt consolidation,13.38291176,0,4345,83.85624667,16,f,8566.362772,0.034551678,0.838593404,37.61165781,0,INDIVIDUAL,5,39,189271,79173,0
36955312,15474,9489,12524.68242,58,BAT4694572,16.04634691,B,D5,MORTGAGE,191595.9007,Source Verified,Debt Consolidation,21.38777332,0,2552,52.75323617,6,w,1986.762293,0.007069017,8.685423014,0.869027057,0,INDIVIDUAL,19,28,178583,6088,0
2826370,12946,6577,11106.51339,58,BAT1930365,10.22414903,B,C5,RENT,80814.44287,Not Verified,Debt consolidation,13.27663172,0,8689,81.2693409,21,f,1455.318485,0.063661101,0.941110513,1.300941186,0,INDIVIDUAL,74,18,18448,72682,0
20032729,14929,10389,12053.74298,59,BAT3726927,9.6235136,B,A2,MORTGAGE,68678.3788,Verified,Debt consolidation,27.35736876,0,9088,34.41833924,23,w,781.4911315,0.059046457,1.997473031,0.845139352,0,INDIVIDUAL,119,3,77142,48492,0
54295537,16180,20957,9169.799419,58,BAT3726927,10.98097794,B,C1,RENT,75894.55514,Source Verified,Debt consolidation,27.79936961,3,10296,47.72558518,36,w,1314.450791,0.012327982,5.549991904,0.568206825,0,INDIVIDUAL,11,34,146415,4921,0
45350230,21748,13529,14288.71021,59,BAT1104812,10.66990109,D,B1,MORTGAGE,74210.60126,Source Verified,Credit card refinancing,23.2591828,0,6748,69.81615326,9,w,2129.504325,0.026418472,6.72473849,0.220725568,0,INDIVIDUAL,77,35,168755,72571,0
5962246,3228,15208,11375.68391,59,BAT5489674,10.09629673,C,E1,RENT,26922.89067,Verified,Credit card refinancing,12.81989759,0,614,51.33573303,19,f,3773.209253,0.017560541,0.364919175,0.815744192,0,INDIVIDUAL,36,2,147050,49751,0
7663971,14551,12422,14666.74366,58,BAT4694572,11.39695641,B,A5,MORTGAGE,104676.7217,Source Verified,Debt consolidation,34.48356326,0,2552,77.88400221,17,w,875.6538053,0.137528888,7.902982086,0.382826794,0,INDIVIDUAL,126,40,94160,15536,0
40092573,5818,4644,7530.842878,59,BAT2078974,16.72791482,E,C5,OWN,54409.26937,Not Verified,Debt consolidation,24.46037649,0,8414,41.67532608,20,f,1720.491952,0.075683598,6.153345663,1.16651509,0,INDIVIDUAL,97,59,119743,7134,0
52776526,15761,34068,7117.298602,36,BAT5525466,9.405716409,C,A5,RENT,42182.19967,Verified,Credit card refinancing,29.6580368,0,8805,36.42166566,9,f,3125.108858,0.061405925,8.184909983,0.727759039,0,INDIVIDUAL,132,57,44172,9422,1
